rowid;fpl_hostname;fpl_letter;fpl_name;fpl_discmethod;fpl_controvflag;fpl_disc;fpl_orbper;fpl_smax;fpl_eccen;fpl_bmasse;fpl_bmassj;fpl_bmassprov;fpl_rade;fpl_radj;fpl_rads;fpl_dens;fpl_eqt;fpl_insol;fpl_tranflag;fpl_cbflag;fpl_snum;ra_str;ra;dec_str;dec;fst_dist;fst_optmag;fst_optmagband;fst_nirmag;fst_nirmagband;fst_spt;fst_teff;fst_logg;fst_lum;fst_mass;fst_rad;fst_met;fst_metratio;fst_age
1754;Kepler-1306;b;Kepler-1306 b;Transit;0;2016;1.629.595.382;;;431.000;0.01360;M-R relationship;1.910;0.170;0.018;340.000;;52.15;1;0;1;19h37m54.80s;294.478.341;+46d56m45.1s;46.945.862;1130.00;15.212;G (Gaia);13.631;Ks (2MASS);;5727.00;4.45;-0.080;0.98;0.97;0.000;[Fe/H];4.570
1755;Kepler-1307;b;Kepler-1307 b;Transit;0;2016;1.801.621.096;;;666.000;0.02100;M-R relationship;2.470;0.220;0.023;243.000;;41.19;1;0;1;19h31m28.76s;292.869.840;+46d44m30.7s;46.741.859;1396.00;15.380;G (Gaia);13.878;Ks (2MASS);;5884.00;4.39;-0.233;1.06;1.08;0.060;[Fe/H];4.070
1756;Kepler-1308;b;Kepler-1308 b;Transit;0;2016;210.433.812;;;0.09330;0.00029;M-R relationship;0.520;0.046;0.005;365.000;;58.11;1;0;1;19h03m42.94s;285.928.896;+38d31m15.5s;38.520.962;73.00;14.474;G (Gaia);11.023;Ks (2MASS);;3468.00;4.92;-1.820;0.35;0.34;-0.130;[Fe/H];3.720
1757;Kepler-1309;b;Kepler-1309 b;Transit;0;2016;2.884.326.470;;;621.000;0.01950;M-R relationship;2.370;0.211;0.022;256.000;;;1;0;1;19h54m56.46s;298.735.235;+40d45m51.0s;40.764.155;845.00;16.187;G (Gaia);13.542;Ks (2MASS);;5235.00;4.56;-0.603;0.85;0.80;-0.030;[Fe/H];4.270
1758;Kepler-131;b;Kepler-131 b;Transit;0;2014;1.609.200.000;;;1.613.000;0.05100;Mass;2.410;0.215;0.022;600.000;;66.12;1;0;1;19h14m07.40s;288.530.825;+40d56m32.3s;40.942.304;230.19;11.490;G (Gaia);10.079;Ks (2MASS);;5685.00;4.42;0.003;1.02;1.03;0.120;[Fe/H];3.660
1759;Kepler-131;c;Kepler-131 c;Transit;0;2014;2.551.690.000;;;825.000;0.02600;Mass;0.840;0.075;0.008;7.770.000;;35.74;1;0;1;19h14m07.40s;288.530.825;+40d56m32.3s;40.942.304;230.19;11.490;G (Gaia);10.079;Ks (2MASS);;5685.00;4.42;0.003;1.02;1.03;0.120;[Fe/H];3.660
1760;Kepler-1310;b;Kepler-1310 b;Transit;0;2016;0.67933627;;;267.000;0.00839;M-R relationship;1.440;0.128;0.013;491.000;;2830.91;1;0;1;18h55m40.81s;283.920.035;+40d44m24.4s;40.740.123;583.00;14.122;G (Gaia);12.436;Ks (2MASS);;5549.00;4.51;-0.237;0.91;0.88;-0.070;[Fe/H];4.170
1761;Kepler-1311;b;Kepler-1311 b;Transit;0;2016;1.117.269.940;;;207.000;0.00651;M-R relationship;1.240;0.111;0.011;597.000;;296.92;1;0;1;19h18m36.30s;289.651.263;+43d49m27.9s;43.824.417;705.00;13.318;G (Gaia);11.825;Ks (2MASS);;5748.00;4.16;0.445;1.05;1.40;0.090;[Fe/H];7.590
1762;Kepler-1311;c;Kepler-1311 c;Transit;0;2016;253.573.424;;;198.000;0.00624;M-R relationship;1.220;0.109;0.011;599.000;;2144.55;1;0;1;19h18m36.30s;289.651.263;+43d49m27.9s;43.824.417;705.00;13.318;G (Gaia);11.825;Ks (2MASS);;5748.00;4.16;0.445;1.05;1.40;0.090;[Fe/H];7.590
1763;Kepler-1312;b;Kepler-1312 b;Transit;0;2016;544.832.529;;;506.000;0.01590;M-R relationship;2.100;0.187;0.019;300.000;;219.12;1;0;1;19h31m53.10s;292.971.241;+41d02m08.8s;41.035.764;305.00;12.378;G (Gaia);10.907;Ks (2MASS);;5719.00;4.51;-0.109;0.99;0.92;-0.020;[Fe/H];2.000
1764;Kepler-1313;b;Kepler-1313 b;Transit;0;2016;383.309.118;;;375.000;0.01180;M-R relationship;1.760;0.157;0.016;378.000;;227.20;1;0;1;19h29m33.25s;292.388.546;+42d13m59.7s;42.233.261;187.00;11.789;G (Gaia);10.088;Ks (2MASS);;5453.00;4.54;-0.329;0.92;0.85;0.000;[Fe/H];2.690
1765;Kepler-1314;b;Kepler-1314 b;Transit;0;2016;542.474.928;;;2.290.000;0.07200;M-R relationship;5.110;0.456;0.047;0.94300;;;1;0;1;19h36m57.11s;294.237.938;+45d11m50.4s;45.197.322;462.00;17.121;G (Gaia);13.220;Ks (2MASS);;4188.00;4.68;-1.010;0.60;0.59;-0.220;[Fe/H];6.030
1766;Kepler-1315;b;Kepler-1315 b;Transit;0;2016;0.84338011;;;248.000;0.00780;M-R relationship;1.380;0.123;0.013;519.000;;897.90;1;0;1;19h43m17.15s;295.821.448;+46d03m10.9s;46.053.029;505.00;14.952;G (Gaia);12.684;Ks (2MASS);;4861.00;4.60;-0.686;0.80;0.75;0.070;[Fe/H];3.470
1767;Kepler-1316;b;Kepler-1316 b;Transit;0;2016;8.797.321.360;;;1.230.000;0.03860;M-R relationship;3.540;0.316;0.032;152.000;;10.71;1;0;1;19h55m20.61s;298.835.871;+40d17m35.3s;40.293.136;753.00;13.951;G (Gaia);12.442;Ks (2MASS);;5884.00;4.36;0.130;1.04;1.12;0.030;[Fe/H];5.130
1768;Kepler-1317;b;Kepler-1317 b;Transit;0;2016;0.56887443;;;305.000;0.00961;M-R relationship;1.560;0.139;0.014;441.000;;2413.26;1;0;1;19h26m26.85s;291.611.881;+42d06m57.5s;42.115.971;734.00;15.234;G (Gaia);13.309;Ks (2MASS);;5144.00;4.57;-0.432;0.83;0.79;-0.010;[Fe/H];4.790
1769;Kepler-1318;b;Kepler-1318 b;Transit;0;2016;21.325.766.300;;;985.000;0.03100;M-R relationship;3.110;0.277;0.029;180.000;;0.49;1;0;1;19h21m30.32s;290.376.313;+41d09m02.7s;41.150.741;475.00;15.242;G (Gaia);12.767;Ks (2MASS);;4598.00;4.62;-0.789;0.73;0.70;-0.010;[Fe/H];4.570
1770;Kepler-1319;b;Kepler-1319 b;Transit;0;2016;288.676.265;;0.330000;236.000;0.00742;M-R relationship;1.340;0.120;0.012;539.000;;38.45;1;0;2;19h23m49.46s;290.956.068;+49d21m58.7s;49.366.306;114.00;14.222;G (Gaia);10.726;Ks (2MASS);;3655.00;4.73;-1.327;0.56;0.54;0.440;[Fe/H];5.370
1771;Kepler-132;b;Kepler-132 b;Transit;0;2014;617.819.600;0.067000;;192.000;0.00606;M-R relationship;1.210;0.108;0.011;596.000;1194;;1;0;1;18h52m56.59s;283.235.810;+41d20m34.9s;41.343.037;303.00;11.818;Kepler-band;10.424;Ks (2MASS);;6003.00;4.31;0.211;1.03;1.18;-0.040;[Fe/H];4.370
1772;Kepler-132;c;Kepler-132 c;Transit;0;2014;641.491.400;0.068000;;218.000;0.00687;M-R relationship;1.280;0.114;0.012;571.000;1179;;1;0;1;18h52m56.59s;283.235.810;+41d20m34.9s;41.343.037;303.00;11.818;Kepler-band;10.424;Ks (2MASS);;6003.00;4.31;0.211;1.03;1.18;-0.040;[Fe/H];4.370
1773;Kepler-132;d;Kepler-132 d;Transit;0;2014;1.801.019.900;0.136000;;302.000;0.00951;M-R relationship;1.550;0.138;0.014;446.000;836;;1;0;1;18h52m56.59s;283.235.810;+41d20m34.9s;41.343.037;303.00;11.818;Kepler-band;10.424;Ks (2MASS);;6003.00;4.31;0.211;1.03;1.18;-0.040;[Fe/H];4.370
1774;Kepler-132;e;Kepler-132 e;Transit;0;2016;11.028.693.740;;;176.000;0.00553;M-R relationship;1.180;0.105;0.011;589.000;;;1;0;1;18h52m56.59s;283.235.810;+41d20m34.9s;41.343.037;303.00;11.818;Kepler-band;10.424;Ks (2MASS);;6003.00;4.31;0.211;1.03;1.18;-0.040;[Fe/H];4.370
1775;Kepler-1320;b;Kepler-1320 b;Transit;0;2016;0.86838653;;;353.000;0.01110;M-R relationship;1.700;0.152;0.016;395.000;;672.11;1;0;1;19h13m44.06s;288.433.591;+40d22m51.2s;40.380.875;771.00;15.905;G (Gaia);13.658;Ks (2MASS);;4817.00;4.60;-0.796;0.80;0.74;0.100;[Fe/H];3.160
1776;Kepler-1321;b;Kepler-1321 b;Transit;0;2016;1.112.830.484;;;2.150.000;0.06760;M-R relationship;4.920;0.439;0.045;0.99200;;13.55;1;0;1;19h38m06.86s;294.528.593;+46d38m27.5s;46.640.962;547.00;16.928;G (Gaia);13.884;Ks (2MASS);;4094.00;4.73;-0.937;0.54;0.53;-0.450;[Fe/H];4.170
1777;Kepler-1321;c;Kepler-1321 c;Transit;0;2016;222.649.109;;;635.000;0.02000;M-R relationship;2.400;0.214;0.022;252.000;;115.91;1;0;1;19h38m06.86s;294.528.593;+46d38m27.5s;46.640.962;547.00;16.928;G (Gaia);13.884;Ks (2MASS);;4094.00;4.73;-0.937;0.54;0.53;-0.450;[Fe/H];4.170
1778;Kepler-1322;b;Kepler-1322 b;Transit;0;2016;0.96286738;;;322.000;0.01010;M-R relationship;1.610;0.144;0.015;424.000;;2651.42;1;0;1;19h32m49.09s;293.204.521;+45d26m07.4s;45.435.402;1217.00;15.775;G (Gaia);14.068;Ks (2MASS);;5488.00;4.52;-0.123;0.90;0.87;-0.070;[Fe/H];4.470
1779;Kepler-1323;b;Kepler-1323 b;Transit;0;2016;0.92990668;;;292.000;0.00920;M-R relationship;1.520;0.136;0.014;457.000;;5067.60;1;0;1;19h31m29.35s;292.872.284;+46d05m56.0s;46.098.885;530.00;12.344;G (Gaia);11.122;Ks (2MASS);;6169.00;4.21;0.275;1.18;1.40;0.020;[Fe/H];3.550
1780;Kepler-1324;b;Kepler-1324 b;Transit;0;2016;411.584.468;;;289.000;0.00909;M-R relationship;1.510;0.135;0.014;461.000;;98.41;1;0;1;19h24m44.39s;291.184.970;+40d18m40.4s;40.311.214;522.00;15.134;G (Gaia);12.834;Ks (2MASS);;4776.00;4.61;-0.732;0.78;0.73;0.050;[Fe/H];2.880
1781;Kepler-1325;b;Kepler-1325 b;Transit;0;2016;3.387.868.380;;;855.000;0.02690;M-R relationship;2.860;0.255;0.026;201.000;;18.15;1;0;1;19h00m04.13s;285.017.227;+42d05m07.4s;42.085.384;955.00;15.129;G (Gaia);13.457;Ks (2MASS);;5550.00;4.50;-0.160;0.93;0.91;0.010;[Fe/H];4.790
1782;Kepler-1326;b;Kepler-1326 b;Transit;0;2016;4.235.142.670;;;1.630.000;0.05120;M-R relationship;4.180;0.373;0.038;123.000;;47.84;1;0;1;19h44m53.31s;296.222.144;+39d16m08.2s;39.268.958;910.00;12.741;G (Gaia);11.700;Ks (2MASS);;6725.00;4.12;0.473;1.45;1.74;0.020;[Fe/H];1.700
1783;Kepler-1327;b;Kepler-1327 b;Transit;0;2016;1.488.801.098;;;389.000;0.01230;M-R relationship;1.800;0.161;0.016;367.000;;;1;0;1;19h16m15.57s;289.064.869;+50d27m39.5s;50.460.976;688.00;13.884;G (Gaia);12.374;Ks (2MASS);;5885.00;4.42;-0.001;1.02;1.03;-0.030;[Fe/H];4.070
1784;Kepler-1328;b;Kepler-1328 b;Transit;0;2016;452.158.888;;;0.90400;0.00284;M-R relationship;0.980;0.087;0.009;528.000;;545.67;1;0;1;18h58m42.09s;284.675.388;+44d25m04.0s;44.417.770;630.00;13.803;G (Gaia);12.305;Ks (2MASS);;5780.00;4.44;0.200;1.00;0.99;0.000;[Fe/H];4.570
1785;Kepler-1329;b;Kepler-1329 b;Transit;0;2016;933.646.594;;;535.000;0.01680;M-R relationship;2.170;0.194;0.020;288.000;;26.64;1;0;1;18h46m35.46s;281.647.742;+48d16m15.8s;48.271.046;624.00;15.850;G (Gaia);13.435;Ks (2MASS);;4500.00;4.62;-0.815;0.72;0.69;0.020;[Fe/H];5.620
1786;Kepler-133;b;Kepler-133 b;Transit;0;2014;812.997.600;0.083000;;375.000;0.01180;M-R relationship;1.760;0.157;0.016;378.000;;408.58;1;0;1;19h49m06.71s;297.277.976;+48d19m13.2s;48.320.328;665.37;12.841;G (Gaia);11.320;Ks (2MASS);;5736.00;4.19;0.393;1.04;1.43;0.150;[Fe/H];7.590
1787;Kepler-133;c;Kepler-133 c;Transit;0;2014;3.151.758.600;0.204000;;845.000;0.02660;M-R relationship;2.840;0.253;0.026;203.000;;67.16;1;0;1;19h49m06.71s;297.277.976;+48d19m13.2s;48.320.328;665.37;12.841;G (Gaia);11.320;Ks (2MASS);;5736.00;4.19;0.393;1.04;1.43;0.150;[Fe/H];7.590
1788;Kepler-1330;b;Kepler-1330 b;Transit;0;2016;1.010.769.068;;;336.000;0.01060;M-R relationship;1.650;0.147;0.015;411.000;;322.40;1;0;1;19h22m18.42s;290.576.737;+39d57m24.8s;39.956.893;939.00;14.945;G (Gaia);13.302;Ks (2MASS);;5608.00;4.48;0.424;0.97;0.94;0.080;[Fe/H];4.900
1789;Kepler-1331;b;Kepler-1331 b;Transit;0;2016;0.78916165;;;116.000;0.00364;M-R relationship;1.050;0.094;0.010;551.000;;547.29;1;0;1;19h48m17.71s;297.073.789;+41d13m28.1s;41.224.480;365.00;15.032;G (Gaia);12.318;Ks (2MASS);;4508.00;4.63;-0.967;0.72;0.69;0.050;[Fe/H];4.170
1790;Kepler-1332;b;Kepler-1332 b;Transit;0;2016;1.187.456.832;;;245.000;0.00771;M-R relationship;1.370;0.122;0.013;524.000;;77.56;1;0;1;19h24m06.86s;291.028.590;+43d54m49.2s;43.913.673;515.00;13.795;G (Gaia);12.122;Ks (2MASS);;5581.00;4.51;-0.165;0.95;0.90;0.000;[Fe/H];3.240
1791;Kepler-1333;b;Kepler-1333 b;Transit;0;2016;10.964.718.420;;;830.000;0.02610;M-R relationship;2.810;0.251;0.026;206.000;;3.30;1;0;1;19h34m06.61s;293.527.561;+41d06m41.2s;41.111.437;958.00;15.171;G (Gaia);13.406;Ks (2MASS);;5628.00;4.49;-0.217;0.94;0.92;-0.040;[Fe/H];4.570
1792;Kepler-1334;b;Kepler-1334 b;Transit;0;2016;1.564.591.713;;;586.000;0.01840;M-R relationship;2.290;0.204;0.021;268.000;;78.36;1;0;1;19h17m14.76s;289.311.480;+51d19m15.1s;51.320.866;1047.00;15.171;G (Gaia);13.626;Ks (2MASS);;5614.00;4.50;0.020;0.94;0.91;-0.030;[Fe/H];4.270
1793;Kepler-1335;b;Kepler-1335 b;Transit;0;2016;626.406.846;;;270.000;0.00849;M-R relationship;1.450;0.129;0.013;487.000;;80.74;1;0;1;18h59m21.22s;284.838.408;+42d04m13.6s;42.070.431;628.00;15.304;G (Gaia);13.134;Ks (2MASS);;4903.00;4.60;-0.601;0.77;0.74;-0.070;[Fe/H];4.900
1794;Kepler-1336;b;Kepler-1336 b;Transit;0;2016;2.319.868.100;;;458.000;0.01440;M-R relationship;1.980;0.177;0.018;324.000;;103.72;1;0;1;19h45m06.65s;296.277.711;+46d53m59.5s;46.899.857;822.00;14.038;G (Gaia);12.366;Ks (2MASS);;5512.00;4.18;0.405;0.94;1.30;0.050;[Fe/H];12.300
1795;Kepler-1336;c;Kepler-1336 c;Transit;0;2016;577.721.211;;;357.000;0.01120;M-R relationship;1.710;0.153;0.016;392.000;;662.71;1;0;1;19h45m06.65s;296.277.711;+46d53m59.5s;46.899.857;822.00;14.038;G (Gaia);12.366;Ks (2MASS);;5512.00;4.18;0.405;0.94;1.30;0.050;[Fe/H];12.300
1796;Kepler-1337;b;Kepler-1337 b;Transit;0;2016;2.440.025.490;;;639.000;0.02010;M-R relationship;2.410;0.215;0.022;251.000;;9.18;1;0;1;19h08m02.18s;287.009.098;+46d47m46.0s;46.796.101;588.00;15.817;G (Gaia);13.294;Ks (2MASS);;4523.00;4.64;-0.805;0.70;0.67;-0.090;[Fe/H];4.270
1797;Kepler-1338;b;Kepler-1338 b;Transit;0;2016;0.93511806;;;0.72100;0.00227;M-R relationship;0.920;0.082;0.008;509.000;;4712.11;1;0;1;18h56m10.16s;284.042.335;+41d41m56.9s;41.699.139;619.00;13.574;G (Gaia);12.106;Ks (2MASS);;5909.00;4.41;0.218;1.04;1.05;0.000;[Fe/H];3.800
1798;Kepler-1339;b;Kepler-1339 b;Transit;0;2016;134.155.513;;;0.28500;0.00090;M-R relationship;0.710;0.063;0.007;438.000;;3094.82;1;0;1;18h54m58.99s;283.745.794;+48d22m24.2s;48.373.394;267.00;12.123;G (Gaia);10.627;Ks (2MASS);;5586.00;4.47;0.171;0.94;0.93;0.010;[Fe/H];5.620
1799;Kepler-134;b;Kepler-134 b;Transit;0;2014;531.742.900;0.060000;;466.000;0.01470;M-R relationship;2.000;0.178;0.018;320.000;;301.37;1;0;1;18h58m57.36s;284.739.001;+49d35m54.2s;49.598.396;338.05;12.222;G (Gaia);10.951;Ks (2MASS);;5983.00;4.31;0.036;1.06;1.18;-0.040;[Fe/H];3.550
1800;Kepler-134;c;Kepler-134 c;Transit;0;2014;1.010.578.500;0.092000;;213.000;0.00669;M-R relationship;1.260;0.112;0.012;585.000;;128.09;1;0;1;18h58m57.36s;284.739.001;+49d35m54.2s;49.598.396;338.05;12.222;G (Gaia);10.951;Ks (2MASS);;5983.00;4.31;0.036;1.06;1.18;-0.040;[Fe/H];3.550
1801;Kepler-1340;b;Kepler-1340 b;Transit;0;2016;0.66502692;;;302.000;0.00951;M-R relationship;1.550;0.138;0.014;446.000;;4793.00;1;0;1;19h44m55.87s;296.232.807;+42d28m22.0s;42.472.790;1421.00;14.755;G (Gaia);13.240;Ks (2MASS);;6331.00;4.24;-0.008;1.27;1.42;0.070;[Fe/H];2.400
1802;Kepler-1341;b;Kepler-1341 b;Transit;0;2016;13.299.683.220;;;922.000;0.02900;M-R relationship;2.990;0.267;0.027;190.000;;1.14;1;0;1;18h42m02.82s;280.511.769;+44d09m33.7s;44.159.351;466.00;15.018;G (Gaia);12.636;Ks (2MASS);;4662.00;4.62;-0.694;0.79;0.72;0.190;[Fe/H];1.820
1803;Kepler-1342;b;Kepler-1342 b;Transit;0;2016;221.571.036;;;339.000;0.01070;M-R relationship;1.660;0.148;0.015;407.000;;559.27;1;0;1;19h48m04.82s;297.020.069;+43d25m57.2s;43.432.549;941.00;15.383;G (Gaia);13.531;Ks (2MASS);;5527.00;4.51;-0.315;0.93;0.90;0.030;[Fe/H];4.370
1804;Kepler-1343;b;Kepler-1343 b;Transit;0;2016;335.183.158;;;438.000;0.01380;M-R relationship;1.930;0.172;0.018;335.000;;1021.90;1;0;1;19h37m10.69s;294.294.533;+50d43m31.4s;50.725.376;1307.00;15.530;G (Gaia);13.989;Ks (2MASS);;5759.00;4.48;0.193;0.95;0.93;-0.160;[Fe/H];3.980
1805;Kepler-1344;b;Kepler-1344 b;Transit;0;2016;476.830.490;;;404.000;0.01270;M-R relationship;1.840;0.164;0.017;356.000;;425.17;1;0;1;19h08m20.71s;287.086.297;+46d56m44.9s;46.945.816;851.00;14.027;G (Gaia);12.633;Ks (2MASS);;5981.00;4.37;0.144;1.09;1.13;0.060;[Fe/H];3.630
1806;Kepler-1345;b;Kepler-1345 b;Transit;0;2016;4.461.695.570;;;617.000;0.01940;M-R relationship;2.360;0.211;0.022;258.000;;68.47;1;0;1;19h29m54.71s;292.477.965;+46d01m22.2s;46.022.835;1164.00;13.705;G (Gaia);12.563;Ks (2MASS);;6449.00;4.18;0.680;1.32;1.55;0.040;[Fe/H];2.240
1807;Kepler-1346;b;Kepler-1346 b;Transit;0;2016;340.165.668;;;312.000;0.00982;M-R relationship;1.580;0.141;0.014;435.000;;545.58;1;0;1;19h27m21.91s;291.841.308;+45d10m45.0s;45.179.176;1123.00;14.462;G (Gaia);13.107;Ks (2MASS);;6133.00;4.33;-0.040;1.14;1.21;0.040;[Fe/H];3.090
1808;Kepler-1347;b;Kepler-1347 b;Transit;0;2016;1.400.947.528;;;108.000;0.00340;M-R relationship;1.030;0.092;0.009;543.000;;;1;0;1;19h58m38.31s;299.659.605;+40d50m37.9s;40.843.853;321.00;13.412;G (Gaia);11.486;Ks (2MASS);;5193.00;4.57;-0.388;0.82;0.79;-0.110;[Fe/H];5.620
1809;Kepler-1348;b;Kepler-1348 b;Transit;0;2016;2.757.227.420;;;442.000;0.01390;M-R relationship;1.940;0.173;0.018;333.000;;49.66;1;0;1;19h28m20.99s;292.087.460;+49d47m19.6s;49.788.765;1033.00;14.679;G (Gaia);13.242;Ks (2MASS);;5911.00;4.42;0.199;1.04;1.04;-0.010;[Fe/H];3.720
1810;Kepler-1349;b;Kepler-1349 b;Transit;0;2016;212.823.928;;;0.27100;0.00085;M-R relationship;0.700;0.062;0.006;434.000;;1862.33;1;0;1;19h05m21.21s;286.338.369;+48d44m38.8s;48.744.099;260.00;11.082;G (Gaia);9.761;Ks (2MASS);;6086.00;4.29;0.329;1.16;1.28;0.030;[Fe/H];2.880
1811;Kepler-135;b;Kepler-135 b;Transit;0;2014;600.253.000;0.067000;;393.000;0.01240;M-R relationship;1.810;0.161;0.017;364.000;;496.68;1;0;1;19h21m58.83s;290.495.129;+38d47m43.7s;38.795.481;632.99;12.679;G (Gaia);11.456;Ks (2MASS);;6090.00;4.27;0.398;1.25;1.27;0.180;[Fe/H];2.450
1812;Kepler-135;c;Kepler-135 c;Transit;0;2014;1.144.870.800;0.103000;;165.000;0.00521;M-R relationship;1.160;0.103;0.011;581.000;;209.97;1;0;1;19h21m58.83s;290.495.129;+38d47m43.7s;38.795.481;632.99;12.679;G (Gaia);11.456;Ks (2MASS);;6090.00;4.27;0.398;1.25;1.27;0.180;[Fe/H];2.450
1813;Kepler-1350;b;Kepler-1350 b;Transit;0;2016;449.686.040;;;690.000;0.02170;M-R relationship;2.520;0.225;0.023;237.000;;27.18;1;0;1;19h13m00.14s;288.250.582;+46d40m46.6s;46.679.602;350.00;16.233;G (Gaia);13.122;Ks (2MASS);;3827.00;4.74;-1.239;0.55;0.53;-0.060;[Fe/H];4.570
1814;Kepler-1350;c;Kepler-1350 c;Transit;0;2016;176.678.906;;;364.000;0.01150;M-R relationship;1.730;0.154;0.016;386.000;;94.05;1;0;1;19h13m00.14s;288.250.582;+46d40m46.6s;46.679.602;350.00;16.233;G (Gaia);13.122;Ks (2MASS);;3827.00;4.74;-1.239;0.55;0.53;-0.060;[Fe/H];4.570
1815;Kepler-1351;b;Kepler-1351 b;Transit;0;2016;0.91614077;;;0.20800;0.00065;M-R relationship;0.650;0.058;0.006;416.000;;421.96;1;0;1;19h34m26.09s;293.608.720;+42d11m51.6s;42.197.678;241.00;14.087;G (Gaia);11.470;Ks (2MASS);;4439.00;4.64;-1.016;0.70;0.67;-0.030;[Fe/H];4.170
1816;Kepler-1352;b;Kepler-1352 b;Transit;0;2016;187.788.275;;;0.64000;0.00201;M-R relationship;0.890;0.079;0.008;499.000;;1892.59;1;0;1;19h22m46.50s;290.693.736;+48d42m05.3s;48.701.477;637.00;13.250;G (Gaia);11.919;Ks (2MASS);;6118.00;4.35;0.239;1.11;1.16;0.000;[Fe/H];3.160
1817;Kepler-1353;b;Kepler-1353 b;Transit;0;2016;2.475.439.660;;;389.000;0.01230;M-R relationship;1.800;0.161;0.016;367.000;;10.77;1;0;1;19h42m56.48s;295.735.335;+42d34m34.5s;42.576.252;596.00;15.506;G (Gaia);13.141;Ks (2MASS);;4776.00;4.61;-0.696;0.76;0.72;-0.060;[Fe/H];4.680
1818;Kepler-1354;b;Kepler-1354 b;Transit;0;2016;7.661.337.700;;;911.000;0.02870;M-R relationship;2.970;0.265;0.027;191.000;;18.86;1;0;1;19h24m58.84s;291.245.187;+37d45m32.6s;37.759.052;1057.00;14.369;G (Gaia);12.858;Ks (2MASS);;6168.00;4.31;0.252;1.16;1.24;0.030;[Fe/H];2.950
1819;Kepler-1355;b;Kepler-1355 b;Transit;0;2016;128.958.811;;;273.000;0.00859;M-R relationship;1.460;0.130;0.013;482.000;;944.87;1;0;1;18h54m57.94s;283.741.416;+49d04m04.7s;49.067.978;963.00;15.452;G (Gaia);13.748;Ks (2MASS);;5352.00;4.55;-0.334;0.88;0.83;-0.040;[Fe/H];4.270
1820;Kepler-1356;b;Kepler-1356 b;Transit;0;2016;0.63400294;;;296.000;0.00930;M-R relationship;1.530;0.136;0.014;454.000;;1966.06;1;0;1;19h23m58.88s;290.995.346;+43d14m38.2s;43.243.938;881.00;15.720;G (Gaia);13.734;Ks (2MASS);;5106.00;4.58;-0.494;0.82;0.78;-0.020;[Fe/H];4.900
1821;Kepler-1357;b;Kepler-1357 b;Transit;0;2016;300.913.240;;;218.000;0.00687;M-R relationship;1.280;0.114;0.012;571.000;;449.98;1;0;1;19h26m11.54s;291.548.094;+50d21m11.9s;50.353.313;1026.00;15.220;G (Gaia);13.612;Ks (2MASS);;5597.00;4.50;-0.164;0.93;0.90;-0.060;[Fe/H];4.570
1822;Kepler-1358;b;Kepler-1358 b;Transit;0;2016;706.317.341;;;146.000;0.00459;M-R relationship;1.120;0.100;0.010;571.000;;98.83;1;0;1;19h04m40.93s;286.170.543;+43d00m32.1s;43.008.911;558.00;14.540;G (Gaia);12.656;Ks (2MASS);;5181.00;4.57;-0.415;0.82;0.79;-0.080;[Fe/H];5.130
1823;Kepler-1359;b;Kepler-1359 b;Transit;0;2016;5.949.709.520;;;840.000;0.02640;M-R relationship;2.830;0.252;0.026;204.000;;2.45;1;0;1;19h18m09.32s;289.538.819;+41d53m34.2s;41.892.825;669.00;15.753;G (Gaia);13.430;Ks (2MASS);;4709.00;4.62;-0.773;0.78;0.72;0.110;[Fe/H];2.340
1824;Kepler-136;b;Kepler-136 b;Transit;0;2014;1.157.890.000;0.106000;;1.980.000;0.06200;Mass;2.050;0.183;0.019;1.260.000;;257.98;1;0;1;19h45m52.16s;296.467.314;+42d35m55.6s;42.598.771;425.94;11.754;G (Gaia);10.519;Ks (2MASS);;6165.00;4.24;0.420;1.21;1.35;0.140;[Fe/H];2.750
1825;Kepler-136;c;Kepler-136 c;Transit;0;2014;1.639.923.500;0.133000;;462.000;0.01450;M-R relationship;1.990;0.178;0.018;322.000;;162.04;1;0;1;19h45m52.16s;296.467.314;+42d35m55.6s;42.598.771;425.94;11.754;G (Gaia);10.519;Ks (2MASS);;6165.00;4.24;0.420;1.21;1.35;0.140;[Fe/H];2.750
1826;Kepler-1360;b;Kepler-1360 b;Transit;0;2016;4.052.864.130;;;1.150.000;0.03610;M-R relationship;3.400;0.303;0.031;161.000;;82.56;1;0;1;20h01m22.58s;300.344.076;+45d37m23.6s;45.623.219;1405.00;13.880;G (Gaia);12.547;Ks (2MASS);;6778.00;4.09;0.718;1.51;1.83;0.060;[Fe/H];1.550
1827;Kepler-1361;b;Kepler-1361 b;Transit;0;2016;357.554.956;;;0.56600;0.00178;M-R relationship;0.860;0.077;0.008;489.000;;186.07;1;0;1;18h54m15.68s;283.565.314;+46d54m15.3s;46.904.255;404.00;13.917;G (Gaia);11.980;Ks (2MASS);;5131.00;4.57;-0.464;0.83;0.79;0.000;[Fe/H];4.900
1828;Kepler-1362;b;Kepler-1362 b;Transit;0;2016;13.620.562.600;;;727.000;0.02290;M-R relationship;2.600;0.232;0.024;227.000;;1.01;1;0;1;19h14m09.25s;288.538.542;+40d52m37.6s;40.877.113;767.00;15.825;G (Gaia);13.628;Ks (2MASS);;4857.00;4.60;-0.654;0.80;0.74;0.060;[Fe/H];3.090
